Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
MDMA effects consistent across laboratories.,Kirkpatrick MG; Baggott MJ; Mendelson JE; Galloway GP; Liechti ME; Hysek CM; de Wit H,"RATIONALE: Several laboratories have conducted placebo-controlled drug challenge studies with 3,4-methylenedioxymethamphetamine (MDMA), providing a unique source of data to examine the reliability of the acute effects of the drug across subject samples and settings. We examined the subjective and physiological responses to the drug across three different laboratories and investigated the influence of prior MDMA use. METHODS: Overall, 220 healthy volunteers with varying levels of previous MDMA experience participated in laboratory-based studies in which they received placebo or MDMA orally (1.5 mg/kg or 125-mg fixed dose) under double-blind conditions. Cardiovascular and subjective effects were assessed before and repeatedly after drug administration. The studies were conducted independently by investigators in Basel, San Francisco, and Chicago. RESULTS: Despite methodological differences between the studies and differences in the subjects' drug use histories, MDMA produced very similar cardiovascular and subjective effects across the sites. The participants' prior use of MDMA was inversely related to feeling ""Any Drug Effect"" only at sites testing more experienced users. CONCLUSIONS: These data indicate that the pharmacological effects of MDMA are robust and highly reproducible across settings. There was also modest evidence for tolerance to the effects of MDMA in regular users.",2014,Oct,Psychopharmacology (Berl),231,19,3899-905,,10.1007/s00213-014-3528-z,24633447,#29105,Kirkpatrick 2014,"",Possible RCT
A First-in-Man Study with 4-Fluoroamphetamine Demonstrates it Produces a Mild Psychedelic State.,Kuypers KPC; De Sousa Fernandes Perna EB; Theunissen EL; Toennes SW; Mason NL; Hutten NRPW; Ramaekers JG,"The phenethylamine 4-fluoroamphetamine (4-FA) is a so-called novel psychoactive substance with a chemical structure resembling that of amphetamine and MDMA. Since 4-FA users report their subjective experience ranges between the effects induced by amphetamine and MDMA, and it is known that both substances can produce an altered state of consciousness, this study tests whether 4-FA induces a psychedelic state. A placebo-controlled two-way crossover study in 12 healthy poly-drug users was conducted to test subjective and behavioral effects of 4-FA. 4-FA concentrations were determined in serum up to 12 hours after administration and a series of questionnaires and the picture concept test were administered between one hour and 11 hours post-administration. Findings showed that 4-FA induced a psychedelic state which was highest one hour after 4-FA administration, at peak 4-FA serum concentrations. The 4-FA-induced psychedelic state decreased over time and was in general associated with the decreasing 4-FA serum concentrations. There was no 4-FA-induced change in creative (flexible) thinking. It is concluded that while the 4-FA-induced psychedelic state is mild in intensity and in between that produced by amphetamine and MDMA as hypothesized, more research is needed to indicate whether 4-FA can change creative thinking.",2019,Jul-Aug,J Psychoactive Drugs,51,3,225-235,,10.1080/02791072.2019.1569286,30676284,#29139,KuypersKPC 2019,"",Possible RCT
"2,5-dimethoxy-4-methylamphetamine: clinical evaluation of a new hallucinogenic drug.",Faillace LA; Synder SH; Weingartner H,,1970,Feb,J Nerv Ment Dis,150,2,119-26,,,4392056,#29235,Faillace 1970,"",""
Carvedilol inhibits the cardiostimulant and thermogenic effects of MDMA in humans.,Hysek C; Schmid Y; Rickli A; Simmler LD; Donzelli M; Grouzmann E; Liechti ME,"BACKGROUND AND PURPOSE: The use of ± 3,4-methylenedioxymethamphetamine (MDMA, 'ecstasy') is associated with cardiovascular complications and hyperthermia. EXPERIMENTAL APPROACH: We assessed the effects of the α(1) - and β-adrenoceptor antagonist carvedilol on the cardiostimulant, thermogenic and subjective responses to MDMA in 16 healthy subjects. Carvedilol (50 mg) or placebo was administered 1 h before MDMA (125 mg) or placebo using a randomized, double-blind, placebo-controlled, four-period crossover design. KEY RESULTS Carvedilol reduced MDMA-induced elevations in blood pressure, heart rate and body temperature. Carvedilol did not affect the subjective effects of MDMA including MDMA-induced good drug effects, drug high, drug liking, stimulation or adverse effects. Carvedilol did not alter the plasma exposure to MDMA. CONCLUSIONS AND IMPLICATIONS: α(1) - and β-Adrenoceptors contribute to the cardiostimulant and thermogenic effects of MDMA in humans but not to its psychotropic effects. Carvedilol could be useful in the treatment of cardiovascular and hyperthermic complications associated with ecstasy use.",2012,Aug,Br J Pharmacol,166,8,2277-88,,10.1111/j.1476-5381.2012.01936.x,22404145,#29263,Hysek 2012,"",Possible RCT
Plasma oxytocin concentrations following MDMA or intranasal oxytocin in humans.,Kirkpatrick MG; Francis SM; Lee R; de Wit H; Jacob S,"MDMA (±3,4-methylenedioxymethamphetamine, 'ecstasy') is reportedly used recreationally because it increases feelings of sociability and interpersonal closeness. Prior work suggests that the pro-social effects of MDMA may be mediated by release of oxytocin. A direct examination of plasma levels of oxytocin after acute doses of oxytocin and MDMA, in the same individuals, would provide further evidence for the idea that MDMA produces its pro-social effects by increasing oxytocin. Fourteen healthy MDMA users participated in a 4-session, double-blind study in which they received oral MDMA (0.75 and 1.5mg/kg), intranasal oxytocin (20IU or 40IU), and placebo. Plasma oxytocin concentrations, as well as cardiovascular and subjective effects were assessed before and at several time points after drug administration. MDMA (1.5mg/kg only) increased plasma oxytocin levels to a mean peak of 83.7pg/ml at approximately 90-120min, compared to 18.6pg/ml after placebo. Intranasal oxytocin (40IU, but not 20IU) increased plasma oxytocin levels to 48.0pg/ml, 30-60min after nasal spray administration. MDMA dose-dependently increased heart rate, blood pressure, feelings of euphoria (e.g., 'High' and 'Like Drug'), and feelings of sociability, whereas oxytocin had no cardiovascular or subjective effects. The subjective and cardiovascular responses to MDMA were not related to plasma oxytocin levels, although the N was small for this analysis. Future studies examining the effects of oxytocin antagonists on responses to MDMA will help to determine the mechanism by which MDMA produces pro-social effects.",2014,Aug,Psychoneuroendocrinology,46,,23-31,,10.1016/j.psyneuen.2014.04.006,24882155,#29292,Kirkpatrick 2014,"",Possible RCT
"A direct comparison of the behavioral and physiological effects of methamphetamine and 3,4-methylenedioxymethamphetamine (MDMA) in humans.",Kirkpatrick MG; Gunderson EW; Perez AY; Haney M; Foltin RW; Hart CL,"RATIONALE: Despite their chemical similarities, methamphetamine and 3,4-methylenedioxymethamphetamine (MDMA) produce differing neurochemical and behavioral responses in animals. In humans, individual studies of methamphetamine and MDMA indicate that the drugs engender overlapping and divergent effects; there are only limited data comparing the two drugs in the same individuals. OBJECTIVES: This study examined the effects of methamphetamine and MDMA using a within-subject design. METHODS: Eleven adult volunteers completed this 13-day residential laboratory study, which consisted of four 3-day blocks of sessions. On the first day of each block, participants received oral methamphetamine (20, 40 mg), MDMA (100 mg), or placebo. Drug plasma concentrations, cardiovascular, subjective, and cognitive/psychomotor performance effects were assessed before drug administration and after. Food intake and sleep were also assessed. On subsequent days of each block, placebo was administered and residual effects were assessed. RESULTS: Acutely, both drugs increased cardiovascular measures and ""positive"" subjective effects and decreased food intake. In addition, when asked to identify each drug, participants had difficulty distinguishing between the amphetamines. The drugs also produced divergent effects: methamphetamine improved performance and disrupted sleep, while MDMA increased ""negative"" subjective-effect ratings. Few residual drug effects were noted for either drug. CONCLUSIONS: It is possible that the differences observed could explain the differential public perception and abuse potential associated with these amphetamines. Alternatively, the route of administration by which the drugs are used recreationally might account for the many of the effects attributed to these drugs (i.e., MDMA is primarily used orally, whereas methamphetamine is used by routes associated with higher abuse potential).",2012,Jan,Psychopharmacology (Berl),219,1,109-22,,10.1007/s00213-011-2383-4,21713605,#29514,Kirkpatrick 2012,"",Possible RCT
Independent elevation of peripheral oxytocin concentrations and reduction in cognitive empathy during 4-fluoroamphetamine intoxication.,Dolder PC; de Sousa Fernandes Perna EB; Mason NL; Hutten NRPW; Toennes SW; Theunissen EL; Ramaekers JG; Kuypers KPC,"OBJECTIVES: 4-Fluoroamphetamine (4-FA) is a novel psychoactive substance with a pharmacological profile and reported subjective effects (e.g., empathy) intermediate between 3,4-methylenedioxymethamphetamine (MDMA) and amphetamine. Studies have shown that MDMA and amphetamine increase emotional empathy without affecting cognitive empathy; MDMA simultaneously leads to elevated levels of oxytocin, unrelated to its behavioral effects. The aim of the present study was to assess the reported enhancement of empathy by 4-FA, to assess its effects on oxytocin, and to test potential associations between both. METHODS: Twelve healthy poly-drug users were included in a double-blind placebo-controlled two-way crossover study. Treatments were 4-FA (100 mg) and placebo; empathy was assessed by means of the multifaceted empathy test, and blood samples were taken before and after treatment administration to determine oxytocin concentrations. RESULTS: 4-FA reduced cognitive empathy, whereas emotional empathy was left unaffected. One hour after treatment, plasma oxytocin levels were significantly increased compared with placebo. Behavioral and hormonal effects were unrelated. CONCLUSION: Although 4-FA shares its pharmacological mechanism with MDMA and amphetamine, current findings seem to indicate that it affects empathy differently. The 4-FA-induced increase in oxytocin levels was independent of behavioral effects, which confirms previous findings that drug-induced effects on peripheral oxytocin levels are not associated with empathy.",2018,Nov,Hum Psychopharmacol,33,6,e2680,,10.1002/hup.2680,30357914,#29659,Dolder 2018,"",Possible RCT
"DOM (STP), a new hallucinogenic drug, and DOET: effects in normal subjects.",Snyder SH; Faillace LA; Weingartner H,,1968,Sep,Am J Psychiatry,125,3,113-20,,,4385937,#29750,Snyder 1968,"",""
"Drug liking and wanting, not impulsive action or reflection is increased by 4-fluoroamphetamine.",Kuypers KPC; de Sousa Fernandes Perna EB; Dolder PC; Toennes SW; Theunissen EL; Mason NL; Hutten NRPW; Ramaekers JG,"BACKGROUND: New psychoactive substances (NPS) are chemical analogues designed to mimic the effects of various classic recreational drugs of abuse including MDMA, LSD, and cannabis. NPS use is associated with concern about the acute and longer-term effects particular substances might have, with abuse and addiction as potential consequences. Impulsivity and sensitivity to the rewarding effects of drugs have been considered as risk factors for drug abuse. In light of the popularity of 4-fluoroamphetamine (4-FA), it is important to assess whether 4-FA can lead to subjective drug liking and wanting, and impulsive behavior, all factors contributing to the abuse likelihood of a substance. METHODS: A placebo-controlled 2-way crossover study in 12 healthy poly-drug using participants was conducted to test subjective and behavioral effects of 4-FA (100 mg). 4-FA concentrations were determined in serum up to 12 h after administration and two impulsivity tasks and two drug experience questionnaires assessing drug liking and wanting, and good and bad drug effect, were administered between 1 and 11 h post-administration. RESULTS: Findings showed that 4-FA did not affect impulsive behavior. Self-ratings of drug liking and wanting and good drug effect were increased 1 h after administration; this effect was absent 11 h after drug intake. DISCUSSION AND CONCLUSION: To conclude, 4-FA (single dose) increased self-rated liking and wanting, which is known to contribute to the abuse likelihood of a substance; however, it left another factor impulsive behavior unaffected. It has to be noted that the current picture is limited and might change with increased sample size, and/or different 4-FA doses. CLINICAL TRIAL REGISTRATION: Trial acronym: 4-FA. URL: http://www.trialregister.nl/trialreg/admin/rctview.asp?TC=6164 . Registration number: NTR6164 (Dutch clinical trial registry number).",2018,Aug,Psychopharmacology (Berl),235,8,2349-2356,NTR/NTR6164,10.1007/s00213-018-4931-7,29855660,#30015,KuypersKPC 2018,"",Possible RCT
"Effects of Ayahuasca on Personality: Results of Two Randomized, Placebo-Controlled Trials in Healthy Volunteers.",Mendes Rocha J; Rossi GN; Osório FL; Bouso Saiz JC; Silveira GO; Yonamine M; Crevelin EJ; Queiroz ME; Cecílio Hallak JE; Dos Santos RG,"Rationale: Previous studies with the serotonergic hallucinogens LSD and psilocybin showed that these drugs induced changes in personality traits, such as increases in Openness. However, results are inconsistent, and the effects of ayahuasca on personality were never investigated in a controlled trial. Objectives: To assess the effects of ayahuasca on personality in two randomized, placebo-controlled trials in healthy volunteers. Methods: Data from two parallel-group, randomized, placebo-controlled trials in healthy volunteers were included. In the first trial, 15 volunteers ingested ayahuasca or placebo, while in the second trial 15 volunteers received placebo+ayahuasca or cannabidiol (CBD)+ayahuasca. Personality was assessed with the NEO-Five Factor Inventory (NEO-FFI) at baseline and 21 days post-treatment. Results: There were significant differences between groups in baseline Openness scores, but not on day 21. A significant increase in Openness scores was observed in the placebo + ayahuasca group in study 2. No other within-group differences were observed for any other domain. Conclusions: Ayahuasca produced inconsistent effects on personality since it induced significant increase in Openness 21 days post-drug intake only in one of the trials. The absence of significant differences in the other ayahuasca groups could be due to small sample sizes and baseline differences among groups. The effects of ayahuasca and other serotonergic hallucinogens on personality should be further investigated in clinical samples.",2021,,Front Psychiatry,12,,688439,,10.3389/fpsyt.2021.688439,34421675,#30056,MendesRocha 2021,"",Possible RCT
5-HT(1A) receptor blockade potentiates the subjective effects of DMT.,Zahid Z; Strassman RJ; Qualls CR; Nayak SM,"INTRODUCTION: Serotonergic psychedelics are being investigated in the treatment of various disorders and in the improvement of well-being. Evidence suggests that their subjective effects may play a role in long-term behavioral outcomes. The subjective effects are mediated by 5-HT(2A) receptor agonism, but the 5-HT(1A) receptor may also play a role in the subjective effects. This study elucidates the effects of 5-HT(1A) receptor blockade using pindolol pre-treatment on the subjective effects induced by N,N-dimethyltryptamine (DMT). METHODS: In a double-blind, randomized, placebo-controlled within-subjects design, 12 (10 males, 2 females) experienced hallucinogen-using participants received a sub-hallucinogenic dose of intravenous DMT fumarate, 0.1 mg/kg, after pre-treatment with 30 mg oral racemic pindolol. Subjective effects were measured using the Hallucinogen Rating Scale. RESULTS: Pindolol pre-treatment increased DMT-induced subjective effects with a moderate effect size (M = 0.514). Blood pressure and mean arterial pressure also increased with pindolol pre-treatment at 2 minutes following DMT administration, but heart rate was not affected. CONCLUSIONS: 5-HT(1A) receptor blockade results in a global intensification of DMT-induced subjective effects, suggesting a functional role of 5-HT(1A) receptor action in the mechanism of psychedelic-induced subjective effects.",2026,May,J Psychopharmacol,,,2698811261443696,,10.1177/02698811261443696,42068196,#30072,Zahid 2026,"",Possible RCT
"Effects of 3,4-Methylenedioxymethamphetamine on Conditioned Fear Extinction and Retention in a Crossover Study in Healthy Subjects.",Vizeli P; Straumann I; Duthaler U; Varghese N; Eckert A; Paulus MP; Risbrough V; Liechti ME,"Background: 3,4-Methylenedioxymethamphetamine (MDMA) has shown initial promise as an adjunct in psychotherapy to treat posttraumatic stress disorder (PTSD). Its efficacy and safety have been demonstrated across phase I-III studies. However, the mechanism underlying the potential utility of MDMA to treat PTSD in humans has not yet been thoroughly investigated. Preliminary evidence suggests that MDMA may facilitate fear extinction recall, which may be through the release of oxytocin. To test this hypothesis, we examined the efficacy of acute MDMA treatment to enhance fear extinction learning and recall. Methods: We used a two-period, double-blind, randomized, placebo-controlled crossover design in 30 healthy male subjects who received a placebo and a single dose of MDMA (125 mg). Fear extinction was tested using two separate Pavlovian fear conditioning paradigms, one using skin conductance response (SCR), and the other fear-potentiated startle (FPS) to conditioned cues. MDMA treatment occurred after fear conditioning and 2 h before extinction learning. Extinction recall was tested 23 h after MDMA intake. Additional outcome measures included subjective effects, emotion recognition tasks, plasma levels of oxytocin, and pharmacokinetics. Results: Fear conditioning and extinction learning were successful in both fear extinction paradigms (generalized eta-squared [ges] for SCR: 0.08; FPS: 0.07). Compared to placebo treatment, MDMA treatment significantly reduced SCRs to the reinforced conditioned stimulus (CS+) during extinction learning (ges = 0.03) and recall (ges = 0.06). Intensity of the subjective effects of MDMA (good effect, trust, and openness) during extinction learning negatively correlated with the discrimination between CS+ and the safety stimulus (CS-) during recall. MDMA did not influence FPS to conditioned cues. Oxytocin concentration was increased fourfold on average by MDMA during acute effects but was not associated with fear extinction outcomes. Conclusions: MDMA treatment facilitated rapid fear extinction and retention of extinction as measured by SCR to fear cues, in line with animal studies of MDMA facilitation of extinction. However, this effect may be limited to certain forms of learned fear responses, as it was not observed in the extinction model using startle reactivity as the outcome. This study provides further evidence for the facilitation of extinction with MDMA treatment and suggests this may be a component of its efficacy when paired with psychotherapy. Clinical Trial registration: clinicaltrials.gov identifier: NCT03527316.",2022,,Front Pharmacol,13,,906639,ClinicalTrials.gov/NCT03527316,10.3389/fphar.2022.906639,35910354,#30099,Vizeli 2022,"",Possible RCT
"Acute dose-dependent effects of 4-bromo-2,5-dimethoxyphenethylamine (2C-B) compared with 3,4-methylenedioxymethamphetamine (MDMA) and psilocybin in a double-blind, placebo-controlled study in healthy participants.",Arikci D; Borgulya J; Straumann I; Vizeli P; Luethi D; Thomann J; Rudin D; Vukalovic I; Eckert A; Liechti ME; Holze F,"Based on its in vitro profile and preliminary evidence, 4-bromo-2,5-dimethoxyphenethylamine (2C-B) may have psychoactive properties that are similar to 3,4-methylenedioxymethamphetamine (MDMA) and psilocybin, which are investigated for the treatment of posttraumatic stress disorder and depressive disorders. We compared acute effects of 2C-B (10, 20, and 30 mg), 125 mg MDMA, and 25 mg psilocybin in 24 healthy participants (12 women, 12 men) using a double-blind, randomized, placebo-controlled, crossover design. Outcome measures included acute subjective effects, autonomic effects, adverse effects, effects on emotional and cognitive empathy, plasma oxytocin and neurophysin I concentrations, and pharmacokinetics up to 9 h. 2C-B produced dose-dependent subjective effects, with the 30 mg dose exerting comparable ""any drug effects"" to MDMA but lower ""any drug effects"" than psilocybin. Only psilocybin induced ""bad drug effects"" and ""anxiety"" compared with placebo. The 30 mg dose of 2C-B induced psychedelic-type alterations of state of consciousness and increased emotional empathy similarly to MDMA. The average subjective effect duration of 30 mg 2C-B was 4.9 h and similar to MDMA (4.8 h) and shorter than psilocybin (6.1 h). MDMA produced the highest cardiovascular stimulation, followed by psilocybin and 2C-B. Only MDMA increased plasma oxytocin and neurophysin I concentrations. 2C-B exhibited dose-proportional pharmacokinetics, with a plasma elimination half-life of ~1.3 h. The 30 mg dose of 2C-B induced entactogenic and psychedelic effects similarly to MDMA and psilocybin, respectively. MDMA is more cardiostimulant than psilocybin and 2C-B. At the tested dose-level, psilocybin is more distressing than MDMA and 2C-B. These results may assist with dose-finding for future 2C-B research and provide a direct comparison with standard doses of the prototypical compounds MDMA and psilocybin. Trial registration: ClinicalTrials.gov identifier: NCT05523401.",2026,Apr,Neuropsychopharmacology,,,,ClinicalTrials.gov/NCT05523401,10.1038/s41386-026-02428-9,42049943,#30103,Arikci 2026,"",Possible RCT
"MDMA-Assisted Therapy for Severe PTSD: A Randomized, Double-Blind, Placebo-Controlled Phase 3 Study.",Mitchell JM; Bogenschutz M; Lilienstein A; Harrison C; Kleiman S; Parker-Guilbert K; Ot'alora G M; Garas W; Paleos C; Gorman I; Nicholas C; Mithoefer M; Carlin S; Poulter B; Mithoefer A; Quevedo S; Wells G; Klaire SS; van der Kolk B; Tzarfaty K; Amiaz R; Worthy R; Shannon S; Woolley JD; Marta C; Gelfand Y; Hapke E; Amar S; Wallach Y; Brown R; Hamilton S; Wang JB; Coker A; Matthews R; de Boer A; Yazar-Klosinski B; Emerson A; Doblin R,"Post-traumatic stress disorder (PTSD) presents a major public health problem for which currently available treatments are modestly effective. We report the findings of a randomized, double-blind, placebo-controlled, multi-site phase 3 clinical trial (NCT03537014) to test the efficacy and safety of 3,4-methylenedioxymethamphetamine (MDMA)-assisted therapy for the treatment of patients with severe PTSD, including those with common comorbidities such as dissociation, depression, a history of alcohol and substance use disorders, and childhood trauma. After psychiatric medication washout, participants (n = 90) were randomized 1:1 to receive manualized therapy with MDMA or with placebo, combined with three preparatory and nine integrative therapy sessions. PTSD symptoms, measured with the Clinician-Administered PTSD Scale for DSM-5 (CAPS-5, the primary endpoint), and functional impairment, measured with the Sheehan Disability Scale (SDS, the secondary endpoint) were assessed at baseline and at 2 months after the last experimental session. Adverse events and suicidality were tracked throughout the study. MDMA was found to induce significant and robust attenuation in CAPS-5 score compared with placebo (P < 0.0001, d = 0.91) and to significantly decrease the SDS total score (P = 0.0116, d = 0.43). The mean change in CAPS-5 scores in participants completing treatment was -24.4 (s.d. 11.6) in the MDMA group and -13.9 (s.d. 11.5) in the placebo group. MDMA did not induce adverse events of abuse potential, suicidality or QT prolongation. These data indicate that, compared with manualized therapy with inactive placebo, MDMA-assisted therapy is highly efficacious in individuals with severe PTSD, and treatment is safe and well-tolerated, even in those with comorbidities. We conclude that MDMA-assisted therapy represents a potential breakthrough treatment that merits expedited clinical evaluation. Appeared originally in Nat Med 2021; 27:1025-1033.",2023,Jul,Focus (Am Psychiatr Publ),21,3,315-328,,10.1176/appi.focus.23021011,37404971,#30134,Mitchell 2023,"",Possible RCT
Altered brain activity and functional connectivity after MDMA-assisted therapy for post-traumatic stress disorder.,Singleton SP; Wang JB; Mithoefer M; Hanlon C; George MS; Mithoefer A; Mithoefer O; Coker AR; Yazar-Klosinski B; Emerson A; Doblin R; Kuceyeski A,"INTRODUCTION: 3,4-methylenedioxymethamphetamine-assisted therapy (MDMA-AT) for post-traumatic stress disorder (PTSD) has demonstrated promise in multiple clinical trials. MDMA is hypothesized to facilitate the therapeutic process, in part, by decreasing fear response during fear memory processing while increasing extinction learning. The acute administration of MDMA in healthy controls modifies recruitment of brain regions involved in the hyperactive fear response in PTSD such as the amygdala, hippocampus, and insula. However, to date there have been no neuroimaging studies aimed at directly elucidating the neural impact of MDMA-AT in PTSD patients. METHODS: We analyzed brain activity and connectivity via functional MRI during both rest and autobiographical memory (trauma and neutral) response before and two-months after MDMA-AT in nine veterans and first-responders with chronic PTSD of 6 months or more. RESULTS: We hypothesized that MDMA-AT would increase amygdala-hippocampus resting-state functional connectivity, however we only found evidence of a trend in the left amygdala-left hippocampus (t = -2.91, uncorrected p = 0.0225, corrected p = 0.0901). We also found reduced activation contrast (trauma > neutral) after MDMA-AT in the cuneus. Finally, the amount of recovery from PTSD after MDMA-AT correlated with changes in four functional connections during autobiographical memory recall: the left amygdala-left posterior cingulate cortex (PCC), left amygdala-right PCC, left amygdala-left insula, and left isthmus cingulate-left posterior hippocampus. DISCUSSION: Amygdala-insular functional connectivity is reliably implicated in PTSD and anxiety, and both regions are impacted by MDMA administration. These findings compliment previous research indicating that amygdala, hippocampus, and insula functional connectivity is a potential target of MDMA-AT, and highlights other regions of interest related to memory processes. More research is necessary to determine if these findings are specific to MDMA-AT compared to other types of treatment for PTSD. CLINICAL TRIAL REGISTRATION: https://clinicaltrials.gov/ct2/show/NCT02102802, identifier NCT02102802.",2022,,Front Psychiatry,13,,947622,ClinicalTrials.gov/NCT02102802,10.3389/fpsyt.2022.947622,36713926,#30247,Singleton 2022,"",Possible RCT
Mephedrone and Alcohol Interactions in Humans.,Papaseit E; Pérez-Mañá C; de Sousa Fernandes Perna EB; Olesti E; Mateus J; Kuypers KP; Theunissen EL; Fonseca F; Torrens M; Ramaekers JG; de la Torre R; Farré M,"Mephedrone (4-MMC, mephedrone) is a synthetic cathinone derivative included in the class of new psychoactive substances. It is commonly used simultaneously with alcohol (ethanol). The aim of the present study was to evaluate the interactions on subjective, cardiovascular and hormone effects and pharmacokinetics between mephedrone and alcohol in humans. Eleven male volunteers participated as outpatients in four experimental sessions in a double-blind, randomized, cross-over, and placebo-controlled clinical trial. Participants received a single oral dose of 200 mg of mephedrone plus 0.8 g/kg of alcohol (combination condition); 200 mg of mephedrone plus placebo alcohol (mephedrone condition); placebo mephedrone plus 0.8 g/kg of ethanol (alcohol condition); and placebo mephedrone plus placebo alcohol (placebo condition). Outcome variables included physiological (blood pressure, heart rate, temperature, and pupil diameter), psychomotor (Maddox wing), subjective (visual analogue scales, Addiction Research Center Inventory 49 item short form, and Valoración de los Efectos Subjetivos de Sustancias con Potencial de Abuso questionnaire), and pharmacokinetic parameters (mephedrone and ethanol concentrations). The study was registered in ClinicalTrials.gov, number NCT02294266. The mephedrone and alcohol combination produced an increase in the cardiovascular effects of mephedrone and induced a more intense feeling of euphoria and well-being in comparison to the two drugs alone. Mephedrone reduced the sedative effects produced by alcohol. These results are similar to those obtained when other psychostimulants such as amphetamines and 3,4-methylenedioxymethamphetamine are combined simultaneously with alcohol. The abuse liability of mephedrone combined with alcohol is greater than that induced by mephedrone alone.",2019,,Front Pharmacol,10,,1588,ClinicalTrials.gov/NCT02294266,10.3389/fphar.2019.01588,32063845,#30461,Papaseit 2019,"",Possible RCT
"A Randomised, Triple-Blind, Dose-Finding Study of the Impact of Psilocybin on Motor Function in Healthy Participants","Bhagavan, C.; Carter, O.; Nielsen, G.; Berlowitz, D.; Issak, S.; Braat, S.; Zaloumis, S.; Attard, Z.; Oliver, G.; Mayne, D.; Rucker, J.; Butler, M.; Dandash, O.; Bryson, A.; Kanaan, R.A.","Background: Psychedelics exert widespread effects on brain activity, but their impact on motor function is unclear. This is clinically relevant given the emerging interest in psychedelic-assisted physical therapy for disorders of motor function. This study’s primary objectives examined the feasibility and safety of administering movement tasks following low-to-moderate doses of psilocybin in healthy volunteers. Methods: Healthy participants were randomly assigned three psilocybin doses consisting of either (1) 5mg, 10mg, and 15mg, or (2) 10mg, 15mg, and 20mg, with at least one week between doses. Movement tasks were administered during the acute drug effects. Participants, physiotherapists, and statisticians were blinded to the dosing order. Feasibility was assessed by evaluating completion of the de Morton Mobility Index and Functional Movement Exploration (measures of gross motor function). Safety outcomes included vital signs and adverse events. Additional exploratory motor outcomes included the Action Research Arm Test (assessing dexterity), Box and Block Test (Original and Modified versions) (combining dexterity with motor speed), Digit Symbol Substitution Test (combining motor speed with intellectual functions), and Reaction Time Ruler Drop Test (assessing reaction time). The 5-Dimensional Altered States of Consciousness and Ego-Dissolution Inventory assessed changes in states of consciousness. Blinding efficacy was assessed by asking participants and physiotherapists to guess the doses administered. Results: Thirteen participants were randomised: seven to 5mg, 10mg, and 15mg; six to 10mg, 15mg, and 20mg. One participant was unable to complete several movement tasks at 20mg. Nausea (n=8, 62%) and headache (n=7, 54%) were the most common adverse events. No serious adverse events or adverse events related to movement task administration occurred. Median values [interquartile ranges] remained near-perfect across doses for the de Morton Mobility Index (92.5-100.0 [85.0-100.0]), Functional Movement Exploration (100.0 [96.0-100.0]), and Action Research Arm Test (56.0-57.0 [52.0-57.0]). Baseline Box and Block Test (Original) median scores (65.0 [60.0-67.0]) improved to 79.0 [70.0-83.0] at 5mg and 4.5 hours post-dose (5mg-4.5H), and worsened to 57.5 [51.0-64.0] at 20mg-1.5H. Baseline Box and Block Test (Modified) median scores (48.0 [47.0-53.0]) worsened to 43.0 [35.0-45.0] at 20mg-1.5H. Baseline Digit Symbol Substitution Test median scores (73.0 [66.0-77.0]) improved to 87.0 [81.0-90.0] at 10mg-4.5H, and worsened to 62.0 [54.0-86.0] at 20mg-1.5H. Reaction Time Ruler Drop Test scores lacked consistent dose-related changes across participants. Changes in states of consciousness were greatest at 20mg. Participants and physiotherapists correctly guessed the administered dose 53% and 50% of the time, respectively. Conclusions: Movement tasks were feasible during psilocybin dosing up to 15mg. Impairments emerged at 20mg in tasks that combined motor and additional cognitive functions. These findings support the feasibility of performing complex movement tasks during psilocybin dosing and will inform the conduct of trials utilising psilocybin-assisted physical rehabilitation in neuropsychiatric disorders. Trial Registration: Australian New Zealand Clinical Trials Registry: ACTRN12621000560897 Date registered: 12 May 2021 URL: https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=381526&isReview=true",2025,,medRxiv,,"(Bhagavan C., cbhagavan@student.unimelb.edu.au; Oliver G.; Dandash O.; Kanaan R.A.) Department of Psychiatry, University of Melbourne, Austin Health, Heidelberg, VIC, Australia(Carter O.) Melbourne School of Psychological Sciences, University of Melbourne",,,10.64898/2025.12.22.25342874,,#31542,Bhagavan 2025,"",Possible RCT
