Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Effective Connectivity of Thalamocortical Interactions Following d-Amphetamine, LSD, and MDMA Administration.",Avram M; Müller F; Preller KH; Razi A; Rogg H; Korda A; Holze F; Vizeli P; Ley L; Liechti ME; Borgwardt S,"BACKGROUND: While the exploration of serotonergic psychedelics as psychiatric medicines deepens, so does the pressure to better understand how these compounds act on the brain. METHODS: We used a double-blind, placebo-controlled, crossover design and administered lysergic acid diethylamide (LSD), 3,4-methylenedioxymethamphetamine (MDMA), and d-amphetamine in 25 healthy participants. By using spectral dynamic causal modeling, we mapped substance-induced changes in effective connectivity between the thalamus and different cortex types (unimodal vs. transmodal) derived from a previous study with resting-state functional magnetic resonance imaging data. Due to the distinct pharmacological modes of action of the 3 substances, we were able to investigate specific effects mainly driven by different neurotransmitter systems on thalamocortical and corticothalamic interactions. RESULTS: Compared with placebo, all 3 substances increased the effective connectivity from the thalamus to specific unimodal cortices, whereas the influence of these cortices on the thalamus was reduced. These results indicate increased bottom-up and decreased top-down information flow between the thalamus and some unimodal cortices. However, for the amphetamines, we found the opposite effects when examining the effective connectivity with transmodal cortices, including parts of the salience network. Intriguingly, LSD increased the effective connectivity from the thalamus to both unimodal and transmodal cortices, indicating a breach in the hierarchical organization of ongoing brain activity. CONCLUSIONS: The results advance our knowledge about the action of psychedelics on the brain and refine current models aiming to explain the underlying neurobiological processes.",2024,May,Biol Psychiatry Cogn Neurosci Neuroimaging,9,5,522-532,,10.1016/j.bpsc.2023.07.010,37532129,#28338,Avram 2024,"",Possible RCT
Pharmacology of MDMA in humans.,de la Torre R; Farré M; Roset PN; Lopez CH; Mas M; Ortuño J; Menoyo E; Pizarro N; Segura J; Cami J,"MDMA given at recreational doses (range tested 50 to 150 mg) to healthy volunteers, produced mydriasis and marked increases in systolic and diastolic blood pressure, heart rate, and pupillary diameter. MDMA induced changes on oral temperature. The time course of this observation was biphasic, as a slight decrease at 1 h and a slight increase at 2 and 4 h were observed. MDMA induced a slight dose-dependent impairment on psychomotor performance. MDMA produced a marked rise in plasma cortisol and prolactin concentrations. The elimination half-life of MDMA was about 8-9 h. Drug concentrations increased, and a parallel increase in physiologic and hormonal measures was observed. Both peak concentrations and peak effects were obtained between 1 and 2 h and decreased to baseline values 4-6 h after drug administration.",2000,Sep,Ann N Y Acad Sci,914,,225-37,,10.1111/j.1749-6632.2000.tb05199.x,11085324,#28349,delaTorre 2000,"Parker Singleton (2026-06-18 01:29:10)(Select): Pooled analysis, but not sure if the original reports are clearly cited.; ",Possible RCT
LSD increases sleep duration the night after microdosing.,Allen N; Jeremiah A; Murphy R; Sumner R; Forsyth A; Hoeh N; Menkes DB; Evans W; Muthukumaraswamy S; Sundram F; Roop P,"Microdosing psychedelic drugs at a level below the threshold to induce hallucinations is an increasingly common lifestyle practice. However, the effects of microdosing on sleep have not been previously reported. Here, we report results from a Phase 1 randomized controlled trial in which 80 healthy adult male volunteers received a 6-week course of either LSD (10 µg) or placebo with doses self-administered every third day. Participants used a commercially available sleep/activity tracker for the duration of the trial. Data from 3231 nights of sleep showed that on the night after microdosing, participants in the LSD group slept an extra 24.3 min per night (95% Confidence Interval 10.3-38.3 min) compared to placebo-with no reductions of sleep observed on the dosing day itself. There were no changes in the proportion of time spent in various sleep stages or in participant physical activity. These results show a clear modification of the physiological sleep requirements in healthy male volunteers who microdose LSD. The clear, clinically significant changes in objective measurements of sleep observed are difficult to explain as a placebo effect. Trial registration: Australian New Zealand Clinical Trials Registry: A randomized, double-blind, placebo-controlled trial of repeated microdoses of lysergic acid diethylamide (LSD) in healthy volunteers; https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=381476 ; ACTRN12621000436875.",2024,Apr,Transl Psychiatry,14,1,191,,10.1038/s41398-024-02900-4,38622150,#28350,Allen 2024,"",Possible RCT
"Repeated low doses of LSD in healthy adults: A placebo-controlled, dose-response study.",de Wit H; Molla HM; Bershad A; Bremmer M; Lee R,"The resurgence of interest in using psychedelic drugs, including lysergic acid diethylamide (LSD), in psychiatry has drawn attention to the medically unsupervised practice of 'microdosing'. Thousands of users claim that very low doses of LSD, taken at 3-4-day intervals, improve mood and cognitive function., However, few controlled studies have described the effects of the drug when taken in this way. Here, in a double-blind controlled study, we studied the effects of four repeated doses of LSD tartrate (13 or 26 μg) or placebo, administered to healthy adults at 3-4 day intervals, on mood, cognitive performance and responses to emotional tasks. Participants were randomly assigned to one of three drug conditions: placebo (N = 18), 13 μg LSD (N = 19), or 26 μg LSD (N = 19). They attended four 5-hour drug-administration sessions separated by 3-4 days, followed by a drug-free follow-up session 3-4 days after the last session. LSD (26 μg) produced modest subjective effects including increased ratings of 'feeling a drug effect' and both stimulant-like and LSD-like effects, but the drug did not improve mood or affect performance on psychomotor or most emotional tasks. No residual effects were detected on mood or task performance on the drug-free follow-up session. We conclude that within the context of a controlled setting and a limited number of administrations, repeated low doses of LSD are safe, but produce negligible changes in mood or cognition in healthy volunteers.",2022,Mar,Addict Biol,27,2,e13143,,10.1111/adb.13143,35106880,#28354,deWit 2022,"",Possible RCT
The paradoxical psychological effects of lysergic acid diethylamide (LSD).,Carhart-Harris RL; Kaelen M; Bolstridge M; Williams TM; Williams LT; Underwood R; Feilding A; Nutt DJ,"BACKGROUND: Lysergic acid diethylamide (LSD) is a potent serotonergic hallucinogen or psychedelic that modulates consciousness in a marked and novel way. This study sought to examine the acute and mid-term psychological effects of LSD in a controlled study. METHOD: A total of 20 healthy volunteers participated in this within-subjects study. Participants received LSD (75 µg, intravenously) on one occasion and placebo (saline, intravenously) on another, in a balanced order, with at least 2 weeks separating sessions. Acute subjective effects were measured using the Altered States of Consciousness questionnaire and the Psychotomimetic States Inventory (PSI). A measure of optimism (the Revised Life Orientation Test), the Revised NEO Personality Inventory, and the Peter's Delusions Inventory were issued at baseline and 2 weeks after each session. RESULTS: LSD produced robust psychological effects; including heightened mood but also high scores on the PSI, an index of psychosis-like symptoms. Increased optimism and trait openness were observed 2 weeks after LSD (and not placebo) and there were no changes in delusional thinking. CONCLUSIONS: The present findings reinforce the view that psychedelics elicit psychosis-like symptoms acutely yet improve psychological wellbeing in the mid to long term. It is proposed that acute alterations in mood are secondary to a more fundamental modulation in the quality of cognition, and that increased cognitive flexibility subsequent to serotonin 2A receptor (5-HT2AR) stimulation promotes emotional lability during intoxication and leaves a residue of 'loosened cognition' in the mid to long term that is conducive to improved psychological wellbeing.",2016,May,Psychol Med,46,7,1379-90,,10.1017/S0033291715002901,26847689,#28358,Carhart-Harris 2016,"",Possible RCT
Patient perspectives and experiences with psilocybin treatment for treatment-resistant depression: a qualitative study.,Breeksema JJ; Niemeijer A; Krediet E; Karsten T; Kamphuis J; Vermetten E; van den Brink W; Schoevers R,"Psilocybin is the most researched classic psychedelic for Treatment-Resistant Depression (TRD). While optimizing set and setting are considered essential for efficacy and safety, patient perspectives on these aspects have rarely been investigated. To address this knowledge gap, the current paper explored the experiences of 11 TRD patients (8 women, 3 men) participating in a double-blind randomized clinical trial with a single session of oral (1, 10 or 25 mg) psilocybin treatment. After qualitative analysis, three major themes were identified: (1) challenges with trust-building and expectation management; (2) navigating the experience; and (3) the need for a more comprehensive treatment. Subthemes of the first theme include a general distrust in mental healthcare, trust in study therapists, limited time for preparation, and managing expectations. The second theme included the following subthemes: trusting to surrender, profound and overwhelming experiences, and music as a guide. The third theme addressed a desire for multiple psilocybin sessions, and challenges with sensemaking. Patients' perspectives provided important insights into potential optimization of psilocybin treatment of TRD, including individualized preparation, investment in trust-building, offering additional psilocybin sessions, providing access to sustained (psycho)therapy with trusted therapists, and personalizing treatment approaches, which may also enhance real-world adaption of these treatments.",2024,Feb,Sci Rep,14,1,2929,,10.1038/s41598-024-53188-9,38316896,#28360,Breeksema 2024,"",Possible RCT; qualitative study
"Absolute Oral Bioavailability and Bioequivalence of LSD Base and Tartrate in a Double-Blind, Placebo-Controlled, Crossover Study.",Arikci D; Holze F; Mueller L; Vizeli P; Rudin D; Luethi D; Hysek CM; Liechti ME,"Lysergic acid diethylamide (LSD) is currently being investigated as a potential treatment for psychiatric and neurological disorders. Different LSD formulations (base or tartrate, oral or intravenous) are being used. Unclear is whether LSD base and tartrate pharmacokinetics are equivalent. Additionally, LSD's absolute oral bioavailability is unknown. Therefore, we tested the bioequivalence of different oral LSD base and tartrate formulations and defined LSD's absolute oral bioavailability at a dose of ~80 μg freebase equivalent. We used a randomized, double-blind, placebo-controlled, five-period crossover design in 20 healthy participants to investigate an ethanolic drinking solution of LSD base, a watery drinking solution of LSD tartrate, a rapid dissolvable tablet of LSD base, an intravenous formulation of LSD tartrate, and corresponding placebos. We assessed pharmacokinetic parameters and acute subjective, autonomic, and adverse effects up to 24 hours. All oral formulations were bioequivalent, with the ethanolic base solution as a reference. The area under the concentration-time curve from zero to infinity and maximum plasma concentration were within a 90% confidence interval of 80-125%. The absolute bioavailability of oral LSD was 80% and similar for all tested formulations. Overall, the oral formulations showed comparable pharmacokinetic and pharmacodynamic parameters. Intravenous LSD administration produced higher ""any drug effect,"" ""good drug effect,"" and ""ego dissolution"" compared with oral LSD tartrate, more ""anxiety"" compared with all oral formulations, and more ""nausea"" and ""bad drug effect"" compared with oral LSD base and tartrate. In conclusion, dosing with LSD base and tartrate can be considered bioequivalent with high and similar oral bioavailability.",2025,Sep,Clin Pharmacol Ther,118,3,735-743,,10.1002/cpt.3726,40418105,#28373,Arikci 2025,"",Possible RCT
Double-blind comparison of the two hallucinogens psilocybin and dextromethorphan: effects on cognition.,Barrett FS; Carbonaro TM; Hurwitz E; Johnson MW; Griffiths RR,"OBJECTIVES: Classic psychedelics (serotonin 2A receptor agonists) and dissociative hallucinogens (NMDA receptor antagonists), though differing in pharmacology, may share neuropsychological effects. These drugs, however, have undergone limited direct comparison. This report presents data from a double-blind, placebo-controlled within-subjects study comparing the neuropsychological effects of multiple doses of the classic psychedelic psilocybin with the effects of a single high dose of the dissociative hallucinogen dextromethorphan (DXM). METHODS: Twenty hallucinogen users (11 females) completed neurocognitive assessments during five blinded drug administration sessions (10, 20, and 30 mg/70 kg psilocybin; 400 mg/70 kg DXM; and placebo) in which participants and study staff were informed that a large range of possible drug conditions may have been administered. RESULTS: Global cognitive impairment, assessed using the Mini-Mental State Examination during peak drug effects, was not observed with psilocybin or DXM. Orderly and dose-dependent effects of psilocybin were observed on psychomotor performance, working memory, episodic memory, associative learning, and visual perception. Effects of DXM on psychomotor performance, visual perception, and associative learning were in the range of effects of a moderate to high dose (20 to 30 mg/70 kg) of psilocybin. CONCLUSIONS: This was the first study of the dose effects of psilocybin on a large battery of neurocognitive assessments. Evidence of delirium or global cognitive impairment was not observed with either psilocybin or DXM. Psilocybin had greater effects than DXM on working memory. DXM had greater effects than all psilocybin doses on balance, episodic memory, response inhibition, and executive control.",2018,Oct,Psychopharmacology (Berl),235,10,2915-2927,,10.1007/s00213-018-4981-x,30062577,#28377,Barrett 2018,"",Possible RCT
"Acute Effects and Pharmacokinetics of LSD after Paroxetine or Placebo Pre-Administration in a Randomized, Double-Blind, Cross-Over Phase I Trial.",Becker AM; Humbert-Droz M; Mueller L; Jelušić A; Tolev A; Straumann I; Avedisian I; Erne L; Thomann J; Luethi D; Grünblatt E; Meyer Zu Schwabedissen H; Liechti ME,"Psychedelics, such as psilocybin and lysergic acid diethylamide (LSD), are being investigated for the treatment of depressive and anxiety disorders, for which concomitant treatment with selective serotonin reuptake inhibitors (SSRIs) is prevalent. The present study investigated the acute response to single doses of LSD (100 μg) after daily administration of paroxetine (10 mg for 7 days, followed by 20 mg for 35 days) or placebo (42 days) using a randomized, double-blind, cross-over design in 23 healthy participants. Paroxetine did not alter pleasant subjective effects of LSD but significantly reduced ""bad drug effect,"" ""anxiety,"" and ""nausea."" No differences in autonomic effects or QTc interval after LSD administration were found between both conditions. The strong cytochrome P450 2D6 (CYP2D6) inhibitor paroxetine led to higher maximal concentrations and total exposures of LSD (geometric mean ratios of 1.4 and 1.5, respectively) indicating relevant involvement of CYP2D6 in its metabolism. The extent of this inhibition was nominally highest in genetic CYP2D6 normal metabolizers and lowest in poor metabolizers. The present findings suggest that add-on treatment with LSD to an SSRI is well-tolerated. The pharmacokinetic and pharmacodynamic interactions indicate that no dose adjustment of LSD seems necessary in the presence of an SSRI that inhibits CYP2D6. For SSRIs that do not relevantly inhibit CYP2D6, a dose increase of LSD might be appropriate, but due to lacking data and potential other pharmacokinetic interactions with these compounds, no definitive dose recommendation can be made.",2025,Jun,Clin Pharmacol Ther,117,6,1784-1792,,10.1002/cpt.3618,40022427,#28383,Becker 2025,"",Possible RCT
LSD-induced changes in the functional connectivity of distinct thalamic nuclei.,Delli Pizzi S; Chiacchiaretta P; Sestieri C; Ferretti A; Tullo MG; Della Penna S; Martinotti G; Onofrj M; Roseman L; Timmermann C; Nutt DJ; Carhart-Harris RL; Sensi SL,"The role of the thalamus in mediating the effects of lysergic acid diethylamide (LSD) was recently proposed in a model of communication and corroborated by imaging studies. However, a detailed analysis of LSD effects on nuclei-resolved thalamocortical connectivity is still missing. Here, in a group of healthy volunteers, we evaluated whether LSD intake alters the thalamocortical coupling in a nucleus-specific manner. Structural and resting-state functional Magnetic Resonance Imaging (MRI) data were acquired in a placebo-controlled study on subjects exposed to acute LSD administration. Structural MRI was used to parcel the thalamus into its constituent nuclei based on individual anatomy. Nucleus-specific changes of resting-state functional MRI (rs-fMRI) connectivity were mapped using a seed-based approach. LSD intake selectively increased the thalamocortical functional connectivity (FC) of the ventral complex, pulvinar, and non-specific nuclei. Functional coupling was increased between these nuclei and sensory cortices that include the somatosensory and auditory networks. The ventral and pulvinar nuclei also exhibited increased FC with parts of the associative cortex that are dense in serotonin type 2A receptors. These areas are hyperactive and hyper-connected upon LSD intake. At subcortical levels, LSD increased the functional coupling among the thalamus's ventral, pulvinar, and non-specific nuclei, but decreased the striatal-thalamic connectivity. These findings unravel some LSD effects on the modulation of subcortical-cortical circuits and associated behavioral outputs.",2023,Dec,Neuroimage,283,,120414,,10.1016/j.neuroimage.2023.120414,37858906,#28384,DelliPizzi 2023,"",Possible RCT
Non-linear pharmacokinetics of MDMA ('ecstasy') in humans.,de la Torre R; Farré M; Ortuño J; Mas M; Brenneisen R; Roset PN; Segura J; Camí J,"AIMS: 3,4-Methylenedioxymethamphetamine (MDMA, commonly called ecstasy) is a synthetic compound increasingly popular as a recreational drug. Little is known about its pharmacology, including its metabolism and pharmacokinetics, in humans in controlled settings. A clinical trial was designed for the evaluation of MDMA pharmacological effects and pharmacokinetics in healthy volunteers. METHODS: A total of 14 subjects were included. In the pilot phase six received MDMA at 50 (n=2), 100 (n=2), and 150 mg (n=2). In the second phase eight received MDMA at both 75 and 125 mg (n=8). Subjects were phenotyped for CYP2D6 activity and were classified as extensive metabolizers for substrates, such as MDMA, whose hepatic metabolism is regulated by this enzyme. Plasma and urine samples were collected throughout the study for the evaluation of MDMA pharmacokinetics. Body fluids were analysed for the determination of MDMA and its main metabolites 3,4-methylenedioxyamphetamine (MDA), 4-hydroxy-3-methoxy-methamphetamine (HMMA) and 4-hydroxy-3-methoxy-amphetamine (HMA). RESULTS: As the dose of MDMA administered was increased, volunteers showed rises in MDMA concentrations that did not follow the same proportionality which could be indicative of nonlinearity. In the full range of doses tested the constant recovery of HMMA in the urine combined with the increasing MDMA recovery seems to point towards a saturation or an inhibition of MDMA metabolism (the demethylenation step). These observations are further supported by the fact that urinary clearance was rather constant while nonrenal clearance was dose dependent. CONCLUSIONS: It has previously been postulated that individuals genetically deficient for the hepatic enzyme CYP2D6 (about 10% of the Caucasian people) were at risk of developing acute toxicity at moderate doses of MDMA because the drug would accumulate in the body instead of being metabolized and inactivated. The lack of linearity of MDMA pharmacokinetics (in a window of doses compatible with its recreational use) is a more general phenomenon as it concerns the whole population independent of their CYP2D6 genotype. It implies that relatively small increases in the dose of MDMA ingested are translated to disproportionate rises in MDMA plasma concentrations and hence subjects are more prone to develop acute toxicity.",2000,Feb,Br J Clin Pharmacol,49,2,104-9,,10.1046/j.1365-2125.2000.00121.x,10671903,#28403,delaTorre 2000,"",Possible RCT
